id,name
1,can_this_form_post
2,can_this_form_get
3,can_delete
4,can_edit
5,can_list
6,can_download
7,can_add
8,can_userinfo
9,can_show
10,resetmypassword
11,resetpasswords
12,userinfoedit
13,menu_access
14,copyrole
15,can_chart
16,can_get
17,can_method2
18,can_method1
19,can_method3
20,can_error
21,can_rison_json
22,can_put
23,can_post
24,can_info
25,muldelete
26,myaction
27,myaction2
